"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_453","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_491","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__nivalis"
"ASV_418","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Palaeospora","s__spainiae"
"ASV_947","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Palaeospora","s__spainiae"
"ASV_490","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Archaeospora",NA
"ASV_503","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__nivalis"
"ASV_789","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA
"ASV_630","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae",NA,NA
"ASV_576","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_381","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_78","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_309","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_415","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_40","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_925","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_686","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_540","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Archaeospora","s__trappei"
"ASV_719","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae","g__Diversispora","s__celata"
"ASV_724","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_485","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_852","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_923","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_731","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__nivalis"
"ASV_564","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_936","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Dominikia",NA
"ASV_379","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_672","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_133","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Palaeospora","s__spainiae"
"ASV_810","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_631","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae",NA,NA
"ASV_898","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae",NA,NA
"ASV_134","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_570","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_338","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_658","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_853","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis",NA
"ASV_191","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae",NA,NA
"ASV_56","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_535","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_922","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_71","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_162","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_780","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_551","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_651","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_364","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_700","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_18","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_962","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Dominikia",NA
"ASV_33","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__nivalis"
"ASV_241","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_344","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_614","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Palaeospora","s__spainiae"
"ASV_606","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_265","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_548","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_885","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_286","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Palaeospora","s__spainiae"
"ASV_103","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_375","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_773","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_888","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_924","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae",NA,NA
"ASV_218","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_184","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_148","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__nivalis"
"ASV_644","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_903","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Archaeospora","s__trappei"
"ASV_703","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_114","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Palaeospora","s__spainiae"
"ASV_650","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_776","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA
"ASV_689","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__nivalis"
"ASV_377","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_334","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_596","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_498","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_772","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_257","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae",NA,NA
"ASV_236","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_20","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_960","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_17","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_827","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Palaeospora","s__spainiae"
"ASV_350","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae",NA,NA
"ASV_531","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_81","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_712","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_957","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Dominikia",NA
"ASV_279","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_398","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Palaeospora","s__spainiae"
"ASV_292","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Palaeospora","s__spainiae"
"ASV_352","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_900","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA
"ASV_749","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_425","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__nivalis"
"ASV_339","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__mosseae"
"ASV_623","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Palaeospora","s__spainiae"
"ASV_671","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_695","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__mosseae"
"ASV_863","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_932","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_189","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_48","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_249","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_373","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae",NA,NA
"ASV_761","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae",NA,NA
"ASV_250","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae",NA,NA
"ASV_835","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_323","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_152","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_273","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__nivalis"
"ASV_584","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_389","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_187","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_456","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_316","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_926","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_321","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_647","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_401","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae",NA,NA
"ASV_66","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_336","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_748","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_934","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_44","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_791","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_782","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_732","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA
"ASV_707","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_637","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_594","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_832","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_833","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_880","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae",NA,NA
"ASV_565","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_424","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_890","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_288","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_208","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_619","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_738","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_788","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Palaeospora","s__spainiae"
"ASV_429","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__nivalis"
"ASV_826","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae","g__Diversispora","s__epigaea"
"ASV_346","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_360","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_483","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_757","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Archaeospora","s__trappei"
"ASV_521","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__nivalis"
"ASV_812","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_26","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_781","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_706","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_84","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_340","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_259","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_536","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_603","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_149","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__mosseae"
"ASV_561","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_952","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA
"ASV_188","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_896","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae",NA,NA
"ASV_376","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_147","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae",NA,NA
"ASV_132","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_837","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus","s__luteum"
"ASV_423","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__nivalis"
"ASV_532","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_247","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_953","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum"
"ASV_786","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_815","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA
"ASV_413","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_240","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_840","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_58","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_466","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_879","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_206","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Archaeospora","s__trappei"
"ASV_219","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_194","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_403","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_524","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_358","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_568","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_912","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae","g__Archaeospora","s__trappei"
"ASV_239","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_955","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Dominikia",NA
"ASV_541","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae",NA,NA
"ASV_859","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_961","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_337","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_359","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_163","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_138","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
"ASV_146","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__caledonium"
"ASV_159","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_627","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_948","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis","s__mosseae"
"ASV_419","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_871","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_117","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae",NA,NA
"ASV_463","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora",NA
"ASV_263","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Archaeosporaceae",NA,NA
"ASV_458","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_454","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV_296","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae","g__Acaulospora","s__cavernata"
